"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"< 1 year"	"1"	7085	1704105	415.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"1-4 years"	"1-4"	1259	6882684	18.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"5-9 years"	"5-9"	721	8686652	8.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"10-14 years"	"10-14"	860	8709357	9.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"15-19 years"	"15-19"	1925	9119536	21.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"20-24 years"	"20-24"	3178	9674736	32.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"25-34 years"	"25-34"	8817	19138248	46.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"35-44 years"	"35-44"	17113	17997896	95.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"45-54 years"	"45-54"	45086	18379042	245.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"55-64 years"	"55-64"	86388	15894405	543.5
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"65-74 years"	"65-74"	122239	10045372	1216.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"75-84 years"	"75-84"	198840	5737925	3465.4
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"85+ years"	"85+"	353434	2996103	11796.5
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Female"	"F"	"Not Stated"	"NS"	47	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"< 1 year"	"1"	8721	1783808	488.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"1-4 years"	"1-4"	1509	7197303	21.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"5-9 years"	"5-9"	898	9072917	9.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"10-14 years"	"10-14"	1190	9078507	13.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"15-19 years"	"15-19"	5412	9608103	56.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"20-24 years"	"20-24"	10607	10418046	101.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"25-34 years"	"25-34"	22408	20106779	111.4
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"35-44 years"	"35-44"	30515	18130589	168.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"45-54 years"	"45-54"	73204	18205767	402.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"55-64 years"	"55-64"	136832	14879452	919.6
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"65-74 years"	"65-74"	161472	8723253	1851.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"75-84 years"	"75-84"	205924	4364335	4718.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"85+ years"	"85+"	226451	1666941	13584.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"Male"	"M"	"Not Stated"	"NS"	107	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"< 1 year"	"1"	317	63067	502.6
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"1-4 years"	"1-4"	46	246290	18.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"5-9 years"	"5-9"	30	290312	10.3
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"10-14 years"	"10-14"	27	278649	9.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"15-19 years"	"15-19"	77	274901	28.0
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"20-24 years"	"20-24"	113	312721	36.1
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"25-34 years"	"25-34"	296	668664	44.3
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"35-44 years"	"35-44"	627	606542	103.4
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"45-54 years"	"45-54"	1642	648247	253.3
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"55-64 years"	"55-64"	3316	646506	512.9
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"65-74 years"	"65-74"	4656	434025	1072.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"75-84 years"	"75-84"	7465	258986	2882.4
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Female"	"F"	"85+ years"	"85+"	15456	156602	9869.6
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"< 1 year"	"1"	420	66278	633.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"1-4 years"	"1-4"	60	260939	23.0
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"5-9 years"	"5-9"	34	308423	11.0
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"10-14 years"	"10-14"	41	294441	13.9
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"15-19 years"	"15-19"	168	295472	56.9
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"20-24 years"	"20-24"	372	385061	96.6
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	808	723232	111.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	1233	625282	197.2
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	2947	649120	454.0
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	5953	627496	948.7
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	7247	404037	1793.6
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	8486	191451	4432.5
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	11205	89785	12479.8
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"< 1 year"	"1"	705	156372	450.8
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"1-4 years"	"1-4"	117	641568	18.2
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"5-9 years"	"5-9"	70	821287	8.5
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"10-14 years"	"10-14"	102	825050	12.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"15-19 years"	"15-19"	224	842980	26.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"20-24 years"	"20-24"	358	912252	39.2
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"25-34 years"	"25-34"	1026	1877758	54.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"35-44 years"	"35-44"	2049	1771164	115.7
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"45-54 years"	"45-54"	5587	1835648	304.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"55-64 years"	"55-64"	11954	1930090	619.3
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"65-74 years"	"65-74"	17933	1283129	1397.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"75-84 years"	"75-84"	27304	674879	4045.8
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Female"	"F"	"85+ years"	"85+"	49720	372489	13348.0
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"< 1 year"	"1"	869	164552	528.1
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"1-4 years"	"1-4"	156	674675	23.1
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"5-9 years"	"5-9"	90	858305	10.5
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"10-14 years"	"10-14"	132	861685	15.3
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"15-19 years"	"15-19"	518	886246	58.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"20-24 years"	"20-24"	1029	943441	109.1
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"25-34 years"	"25-34"	2349	1918355	122.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"35-44 years"	"35-44"	3436	1818543	188.9
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"45-54 years"	"45-54"	8479	1805885	469.5
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"55-64 years"	"55-64"	18488	1807199	1023.0
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"65-74 years"	"65-74"	24125	1180295	2044.0
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"75-84 years"	"75-84"	28653	542920	5277.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"Male"	"M"	"85+ years"	"85+"	31537	203675	15484.0
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"< 1 year"	"1"	1281	301538	424.8
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"1-4 years"	"1-4"	202	1224037	16.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"5-9 years"	"5-9"	150	1521678	9.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"10-14 years"	"10-14"	140	1502009	9.3
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"15-19 years"	"15-19"	353	1513538	23.3
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"20-24 years"	"20-24"	635	1630707	38.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"25-34 years"	"25-34"	1863	3421305	54.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"35-44 years"	"35-44"	3344	3173551	105.4
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"45-54 years"	"45-54"	9030	3362727	268.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"55-64 years"	"55-64"	18269	3218412	567.6
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"65-74 years"	"65-74"	26970	2026498	1330.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"75-84 years"	"75-84"	40619	1046406	3881.8
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Female"	"F"	"85+ years"	"85+"	74260	572130	12979.6
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"< 1 year"	"1"	1567	316458	495.2
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"1-4 years"	"1-4"	289	1279474	22.6
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"5-9 years"	"5-9"	157	1592021	9.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"10-14 years"	"10-14"	233	1571629	14.8
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"15-19 years"	"15-19"	951	1602153	59.4
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"20-24 years"	"20-24"	1842	1765017	104.4
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"25-34 years"	"25-34"	4151	3574590	116.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"35-44 years"	"35-44"	5594	3255038	171.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"45-54 years"	"45-54"	13833	3365331	411.0
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"55-64 years"	"55-64"	28558	3065360	931.6
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"65-74 years"	"65-74"	35899	1865027	1924.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"75-84 years"	"75-84"	43516	838868	5187.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"Male"	"M"	"85+ years"	"85+"	46957	307276	15281.7
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016"
"Group By: Census Region; State; Gender; Age Group"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 13, 2021 6:41:52 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No."
"2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 13, 2021 6:41:52 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
"6. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
